run,phase,isl,tp,dp,ep,rank,op_type,input_shapes,count,min_us,avg_us,median_us,max_us
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"6,12288;6144,12288",4,130.21,173.89,176.26,212.85
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"6,6144;128,6144",158,13.50,14.36,14.24,15.74
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"6,6144;256,6144",152,8.70,10.13,10.30,11.32
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"6,6144;32,6144",158,12.48,12.98,12.96,13.54
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"6,6144;38720,6144",6,415.86,435.71,428.52,463.40
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"6,6144;6144,6144",4,62.34,77.84,79.90,89.20
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"7,6144;38720,6144",4,420.26,444.57,444.54,468.94
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"8,6144;38720,6144",38,423.46,452.56,452.54,484.20
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"9,12288;6144,12288",6,131.24,187.60,180.55,246.13
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"9,6144;128,6144",237,13.62,14.45,14.32,21.88
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"9,6144;256,6144",228,8.76,10.14,10.28,11.24
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"9,6144;32,6144",237,12.32,13.15,13.14,13.62
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"9,6144;38720,6144",3,434.94,460.63,472.12,474.82
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MatMulV2,"9,6144;6144,6144",6,62.92,88.27,87.10,112.38
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MemSet,N/A,5852,5.36,9.86,11.33,19.38
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeCombineV2,"6656,6144;1,8;851968;256;1,8;1;;;;;6656;;;;;;;",18,31.96,79.91,68.14,162.93
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeCombineV2,"6656,6144;2,8;851968;256;2,8;1;;;;;6656;;;;;;;",4,28.12,78.47,65.81,154.13
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeCombineV2,"6656,6144;3,8;851968;256;3,8;1;;;;;6656;;;;;;;",8,31.34,54.20,52.89,83.78
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeCombineV2,"6656,6144;4,8;851968;256;4,8;1;;;;;6656;;;;;;;",4,73.70,80.84,80.11,89.44
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeCombineV2,"6656,6144;5,8;851968;256;5,8;1;;;;;6656;;;;;;;",4,44.70,70.52,67.97,101.44
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeCombineV2,"6656,6144;6,8;851968;256;6,8;1;;;;;6656;;;;;;;",42,31.34,74.86,71.50,133.05
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeDispatchV2,"1,6144;1,8;;;;;",18,123.96,1478.78,232.24,3644.19
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeDispatchV2,"2,6144;2,8;;;;;",4,51.82,1765.36,1656.73,3696.17
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeDispatchV2,"3,6144;3,8;;;;;",8,50.64,1711.86,1071.85,6076.68
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeDispatchV2,"4,6144;4,8;;;;;",4,54.30,1514.51,1505.10,2993.52
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeDispatchV2,"5,6144;5,8;;;;;",4,57.38,1446.44,1444.49,2839.39
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeDistributeDispatchV2,"6,6144;6,8;;;;;",42,47.44,1331.41,59.61,2910.90
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeGatingTopK,"1,256;256",693,3.42,3.99,3.76,5.48
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeGatingTopK,"2,256;256",154,3.76,4.41,4.24,7.86
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeGatingTopK,"3,256;256",308,4.12,4.93,4.74,8.54
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeGatingTopK,"4,256;256",154,4.64,5.79,5.81,7.24
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeGatingTopK,"5,256;256",4,5.88,6.11,6.15,6.26
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeGatingTopK,"6,256;256",342,5.38,6.38,6.18,9.62
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MoeGatingTopK,"7,256;256",1425,5.78,7.24,7.22,10.48
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,"1,154880;",18,6.70,7.86,7.11,12.52
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,12;,2,1.74,1.80,1.80,1.86
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,12;12,2,2.02,2.30,2.30,2.58
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,15;,4,1.76,1.90,1.83,2.16
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,15;15,4,2.06,2.12,2.13,2.16
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,18;,4,1.88,2.09,2.06,2.38
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,18;18,4,2.04,2.31,2.37,2.48
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,1;,9,1.56,1.64,1.62,1.80
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,"2,154880;",4,7.22,7.34,7.23,7.68
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,21;,4,1.96,2.12,2.07,2.40
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,21;21,4,2.26,2.34,2.31,2.50
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,24;,38,1.88,2.07,2.01,2.60
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,24;24,38,1.92,2.16,2.13,2.58
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,2;,2,1.44,1.46,1.46,1.48
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,"3,154880;",6,7.26,7.55,7.43,8.30
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,3;,21,1.38,1.87,1.86,2.30
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,3;3,18,1.94,2.19,2.15,2.58
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,"4,154880;",2,8.06,14.49,14.49,20.92
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,4;,1,1.42,1.42,1.42,1.42
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,"5,154880;",4,7.88,9.39,8.15,13.38
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,5;,2,1.42,1.43,1.43,1.44
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,"6,154880;",4,8.18,23.34,9.41,66.34
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,6;,6,1.50,1.84,1.90,2.00
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,6;6,4,1.92,2.16,2.11,2.50
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,"7,154880;",4,8.32,8.91,8.65,10.02
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,7;,2,1.40,1.46,1.46,1.52
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,"8,154880;",38,8.52,12.39,10.58,69.30
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,8;,19,1.50,1.65,1.64,1.80
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,9;,6,1.74,1.94,1.91,2.22
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Mul,9;9,6,1.88,2.02,1.99,2.20
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,12;,1,2.24,2.24,2.24,2.24
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,12;12,1,2.46,2.46,2.46,2.46
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,15;,2,1.78,2.05,2.05,2.32
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,15;15,2,2.18,2.25,2.25,2.32
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,21;,4,2.24,2.31,2.29,2.42
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,21;21,4,2.30,2.48,2.45,2.70
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,27;,19,1.88,2.12,2.06,2.52
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,27;27,19,2.04,2.27,2.24,2.68
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,3;,9,1.74,2.05,1.98,2.46
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,3;3,9,2.14,2.29,2.26,2.48
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,6;,2,2.10,2.14,2.14,2.18
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,6;6,2,2.26,2.37,2.37,2.48
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,9;,3,2.04,2.19,2.24,2.30
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,MulAiCore,9;9,3,1.98,2.14,2.20,2.24
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Neg,"1,154880",18,8.04,13.75,9.62,60.44
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Neg,"2,154880",4,9.64,62.29,19.63,200.27
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Neg,"3,154880",6,9.28,12.95,10.35,23.44
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Neg,"4,154880",2,10.82,11.42,11.42,12.02
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Neg,"5,154880",4,10.98,13.29,11.70,18.76
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Neg,"6,154880",4,8.80,9.59,9.55,10.44
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Neg,"7,154880",4,10.32,14.32,10.57,25.84
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,Neg,"8,154880",38,10.46,14.58,12.56,46.06
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,"1,3;",9,1.76,1.89,1.84,2.16
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,1;,9,2.36,2.68,2.60,3.20
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,"2,3;",2,1.78,1.83,1.83,1.88
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,2;,2,2.56,2.66,2.66,2.76
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,"3,3;",3,1.92,1.95,1.92,2.00
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,3;,3,2.64,2.73,2.70,2.86
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,"4,3;",1,1.74,1.74,1.74,1.74
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,4;,1,2.60,2.60,2.60,2.60
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,"5,3;",2,1.72,2.04,2.04,2.36
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,5;,2,2.56,2.61,2.61,2.66
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,"6,3;",2,1.90,2.01,2.01,2.12
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,6;,2,2.60,2.73,2.73,2.86
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,"7,3;",2,1.76,1.78,1.78,1.80
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,7;,2,2.68,2.78,2.78,2.88
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,"8,3;",19,1.76,1.89,1.86,2.16
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,NotEqual,8;,19,2.48,2.62,2.60,2.80
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,OneSideCommAicpuInit,N/A,5,22.92,25.31,25.80,28.08
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"15,256;4;",152,13.42,20.19,20.34,23.28
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"15,6144;4;",152,15.76,21.62,21.33,30.32
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"18,256;4;",4,13.82,15.09,15.35,15.82
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"18,6144;4;",4,16.10,16.92,17.03,17.52
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"21,256;4;",300,13.54,19.95,20.13,24.04
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"21,6144;4;",300,15.74,21.48,21.37,30.44
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"27,256;4;",1406,12.98,17.62,17.74,20.16
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"27,6144;4;",1406,18.68,22.65,22.51,31.74
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"3,256;4;",684,2.36,2.63,2.60,3.46
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"3,6144;4;",684,15.46,19.63,19.19,32.02
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"6,256;4;",152,13.52,18.16,18.20,20.48
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"6,6144;4;",152,15.30,19.06,19.09,26.46
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"9,256;4;",228,13.68,19.12,19.16,22.06
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3,"9,6144;4;",228,15.78,20.32,20.40,23.18
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"15,256;4;",2,17.80,19.44,19.44,21.08
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"15,6144;4;",2,19.88,20.01,20.01,20.14
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"21,256;4;",4,19.70,21.63,22.19,22.44
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"21,6144;4;",4,20.72,21.17,21.11,21.74
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"27,256;4;",19,18.00,19.68,19.76,20.82
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"27,6144;4;",19,21.86,22.87,22.96,23.62
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"3,256;4;",9,2.68,2.89,2.82,3.36
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"3,6144;4;",9,19.72,20.27,20.08,20.96
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"6,256;4;",2,20.98,21.75,21.75,22.52
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"6,6144;4;",2,20.60,20.88,20.88,21.16
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"9,256;4;",3,20.34,21.38,21.48,22.30
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,"9,6144;4;",3,20.30,20.77,20.88,21.14
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,PadV3AiCore,N/A,78,5.46,9.86,9.91,14.00
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"12,2048;128,128,16,32;4096;4096",80,18.62,20.61,20.67,22.52
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"12,3072;192,192,16,32;6144;12",3,25.82,26.71,25.94,28.38
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"12,4096;192,256,16,32;6144",80,30.14,32.59,32.19,38.60
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"12,512;192,32,16,32;6144;12",77,12.92,15.21,14.98,20.26
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"12,6144;192,384,16,32;6144;12",3,43.98,45.19,44.82,46.76
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"12,6144;32,384,16,32;1024;12",77,19.32,358.54,356.51,1988.48
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"15,2048;128,128,16,32;4096;4096",160,19.50,20.84,20.88,22.32
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"15,3072;192,192,16,32;6144;15",6,23.04,24.34,24.18,25.70
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"15,4096;192,256,16,32;6144",160,30.02,33.49,33.22,39.12
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"15,512;192,32,16,32;6144;15",154,17.60,203.72,293.00,384.38
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"15,6144;192,384,16,32;6144;15",6,38.12,42.99,42.88,46.06
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"15,6144;32,384,16,32;1024;15",154,25.78,68.73,29.94,3000.06
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"18,2048;128,128,16,32;4096;4096",4,19.64,20.38,20.35,21.16
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"18,4096;192,256,16,32;6144",4,30.32,31.04,31.16,31.52
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"18,512;192,32,16,32;6144;18",4,17.50,17.92,17.82,18.54
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"18,6144;32,384,16,32;1024;18",4,57.50,796.09,154.06,2818.75
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"21,2048;128,128,16,32;4096;4096",316,18.92,20.51,20.48,22.24
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"21,3072;192,192,16,32;6144;21",12,23.40,24.77,24.93,27.42
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"21,4096;192,256,16,32;6144",316,30.12,32.60,32.48,39.74
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"21,512;192,32,16,32;6144;21",304,17.40,283.01,301.17,332.57
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"21,6144;192,384,16,32;6144;21",12,41.08,42.27,41.79,44.74
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"21,6144;32,384,16,32;1024;21",304,25.20,39.02,29.44,2802.07
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"24,2048;128,128,16,32;4096;4096",38,20.06,20.49,20.41,21.44
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"24,4096;192,256,16,32;6144",38,30.72,31.38,31.41,32.36
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"24,512;192,32,16,32;6144;24",38,16.40,17.35,17.25,18.24
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"24,6144;32,384,16,32;1024;24",38,56.78,1130.38,152.13,2912.92
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"27,2048;128,128,16,32;4096;4096",1482,19.04,20.81,20.82,23.40
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"27,3072;192,192,16,32;6144;27",57,25.50,27.44,27.06,33.86
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"27,4096;192,256,16,32;6144",1482,30.34,32.97,32.84,40.10
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"27,512;192,32,16,32;6144;27",1425,22.34,291.72,293.13,417.60
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"27,6144;192,384,16,32;6144;27",57,39.36,42.67,42.64,47.86
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"27,6144;32,384,16,32;1024;27",1425,22.68,31.30,31.24,40.08
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"3,2048;128,128,16,32;4096;4096",720,18.72,20.61,20.60,24.08
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"3,3072;192,192,16,32;6144;3",27,23.58,26.28,25.94,28.46
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"3,4096;192,256,16,32;6144",720,29.16,31.95,31.76,39.30
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"3,512;192,32,16,32;6144;3",693,13.92,69228.72,314.35,47757630.39
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"3,6144;192,384,16,32;6144;3",27,38.26,40.28,39.40,47.04
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"3,6144;32,384,16,32;1024;3",693,16.50,65.77,27.88,3650.43
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"6,2048;128,128,16,32;4096;4096",160,18.64,20.37,20.34,21.86
dp2_pp0_tp2_dcp0_ep10_rank2_decode-10k,decode,10k,2,2,10,2,QuantBatchMatmulV3,"6,3072;192,192,16,32;6144;6",6,25.98,26.42,26.41,26.90
