family,sub_op,npu_op_type,input_shapes,runs_seen,total_calls,total_ms,min_us,avg_us,median_us
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"1868,6144;8,128,384,16,32;8,4096;1868;8",1,1,0.4,401.01,401.01,401.01
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"1905,6144;8,128,384,16,32;8,4096;1905;8",1,1,0.4,405.13,405.13,405.13
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2016,6144;8,128,384,16,32;8,4096;2016;8",1,1,0.4,414.29,414.29,414.29
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2117,6144;8,128,384,16,32;8,4096;2117;8",1,1,0.4,414.39,414.39,414.39
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2144,6144;8,128,384,16,32;8,4096;2144;8",1,1,0.4,446.03,446.03,446.03
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2200,6144;8,128,384,16,32;8,4096;2200;8",1,1,0.4,425.39,425.39,425.39
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2214,6144;8,128,384,16,32;8,4096;2214;8",1,1,0.4,445.11,445.11,445.11
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2230,6144;8,128,384,16,32;8,4096;2230;8",1,1,0.4,389.19,389.19,389.19
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2379,6144;8,128,384,16,32;8,4096;2379;8",1,1,0.5,463.39,463.39,463.39
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2461,6144;8,128,384,16,32;8,4096;2461;8",1,1,0.4,422.41,422.41,422.41
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2302,6144;8,128,384,16,32;8,4096;2302;8",1,1,0.4,428.17,428.17,428.17
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2312,6144;8,128,384,16,32;8,4096;2312;8",1,1,0.5,464.61,464.61,464.61
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2409,6144;8,128,384,16,32;8,4096;2409;8",1,1,0.5,468.43,468.43,468.43
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2468,6144;8,128,384,16,32;8,4096;2468;8",1,1,0.4,438.93,438.93,438.93
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"1866,6144;8,128,384,16,32;8,4096;1866;8",1,1,0.3,347.89,347.89,347.89
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"1888,6144;8,128,384,16,32;8,4096;1888;8",1,1,0.4,416.89,416.89,416.89
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2006,6144;8,128,384,16,32;8,4096;2006;8",1,1,0.4,363.69,363.69,363.69
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2020,6144;8,128,384,16,32;8,4096;2020;8",1,1,0.4,364.79,364.79,364.79
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2074,6144;8,128,384,16,32;8,4096;2074;8",1,1,0.3,339.87,339.87,339.87
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2084,6144;8,128,384,16,32;8,4096;2084;8",1,1,0.4,413.71,413.71,413.71
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2124,6144;8,128,384,16,32;8,4096;2124;8",1,1,0.4,379.29,379.29,379.29
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2215,6144;8,128,384,16,32;8,4096;2215;8",1,1,0.5,459.33,459.33,459.33
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2272,6144;8,128,384,16,32;8,4096;2272;8",1,1,0.4,387.47,387.47,387.47
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2412,6144;8,128,384,16,32;8,4096;2412;8",1,1,0.5,452.29,452.29,452.29
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"3192,6144;8,128,384,16,32;8,4096;3192;8",1,1,0.5,535.23,535.23,535.23
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"3247,6144;8,128,384,16,32;8,4096;3247;8",1,1,0.5,531.51,531.51,531.51
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"704,6144;8,128,384,16,32;8,4096;704;8",1,1,0.2,225.24,225.24,225.24
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"757,6144;8,128,384,16,32;8,4096;757;8",1,1,0.2,232.48,232.48,232.48
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"1977,6144;8,128,384,16,32;8,4096;1977;8",1,1,0.4,442.39,442.39,442.39
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2022,6144;8,128,384,16,32;8,4096;2022;8",1,1,0.4,397.45,397.45,397.45
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2091,6144;8,128,384,16,32;8,4096;2091;8",1,1,0.4,397.89,397.89,397.89
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2095,6144;8,128,384,16,32;8,4096;2095;8",1,1,0.4,397.39,397.39,397.39
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2125,6144;8,128,384,16,32;8,4096;2125;8",1,1,0.4,421.85,421.85,421.85
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2145,6144;8,128,384,16,32;8,4096;2145;8",1,1,0.4,436.63,436.63,436.63
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2161,6144;8,128,384,16,32;8,4096;2161;8",1,1,0.4,427.25,427.25,427.25
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2182,6144;8,128,384,16,32;8,4096;2182;8",1,1,0.4,385.65,385.65,385.65
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2565,6144;8,128,384,16,32;8,4096;2565;8",1,1,0.5,516.55,516.55,516.55
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"3524,6144;8,128,384,16,32;8,4096;3524;8",1,1,0.5,536.21,536.21,536.21
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"3552,6144;8,128,384,16,32;8,4096;3552;8",1,1,0.5,525.97,525.97,525.97
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"3553,6144;8,128,384,16,32;8,4096;3553;8",1,1,0.5,522.95,522.95,522.95
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"3586,6144;8,128,384,16,32;8,4096;3586;8",1,1,0.6,573.95,573.95,573.95
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"3607,6144;8,128,384,16,32;8,4096;3607;8",1,1,0.6,552.19,552.19,552.19
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"3640,6144;8,128,384,16,32;8,4096;3640;8",1,1,0.5,549.73,549.73,549.73
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2069,6144;8,128,384,16,32;8,4096;2069;8",1,1,0.4,374.75,374.75,374.75
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2123,6144;8,128,384,16,32;8,4096;2123;8",1,1,0.4,408.61,408.61,408.61
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2142,6144;8,128,384,16,32;8,4096;2142;8",1,1,0.5,456.53,456.53,456.53
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"2153,6144;8,128,384,16,32;8,4096;2153;8",1,1,0.4,428.35,428.35,428.35
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"3255,6144;8,128,384,16,32;8,4096;3255;8",1,1,0.6,565.89,565.89,565.89
Other,GroupedMatmulSwigluQuant,GroupedMatmulSwigluQuant,"3440,6144;8,128,384,16,32;8,4096;3440;8",1,1,0.7,661.02,661.02,661.02
Other,HistogramV2,HistogramV2,"256,8;;",6,72,1.4,18.38,20.00,19.51
Other,HistogramV2,HistogramV2,"114,8;;",2,4,0.1,18.24,19.60,19.59
Other,Index,Index,"202752,64;1;2;3",3,654,5.7,6.76,8.65,7.65
Other,Index,Index,"3,6144;1;2;1",3,327,3.0,7.04,9.21,8.21
Other,Index,Index,340;1;1;3,3,327,3.0,6.72,9.13,8.01
Other,Index,Index,"202752,64;1;2;9",2,282,2.5,6.66,8.78,7.71
Other,Index,Index,"202752,64;1;2;6",2,276,2.4,6.80,8.72,7.75
Other,Index,Index,272;1;1;1,3,218,2.2,8.74,9.98,9.42
Other,Index,Index,"3,6144;1;2;3",3,218,2.2,9.26,10.03,9.66
Other,Index,Index,2;1;1;2,4,156,1.3,6.76,8.41,7.96
Other,Index,Index,"202752,64;1;2;4096",6,156,6.6,39.46,42.20,40.87
Other,Index,Index,340;1;1;9,2,141,1.3,6.26,9.01,7.95
Other,Index,Index,"9,6144;1;2;3",2,141,1.3,7.20,9.47,8.66
Other,Index,Index,340;1;1;6,2,138,1.3,6.58,9.29,8.07
Other,Index,Index,"6,6144;1;2;2",2,138,1.2,7.10,8.98,8.79
Other,Index,Index,1;1;1;1,3,110,1.1,8.58,9.65,8.98
Other,Index,Index,"3,154880;1;2;1",3,109,1.3,11.16,11.81,11.32
Other,Index,Index,"3,154880;1;2;2",3,109,1.7,15.16,15.68,15.28
Other,Index,Index,3;1;1;2,3,109,1.1,9.60,10.17,10.02
Other,Index,Index,272;1;1;3,2,94,0.9,8.84,9.39,9.36
Other,Index,Index,"9,6144;1;2;9",2,94,1.1,10.20,12.06,11.52
Other,Index,Index,272;1;1;2,2,92,0.8,8.70,9.14,9.30
Other,Index,Index,"6,6144;1;2;6",2,92,1.0,10.00,10.81,10.36
Other,Index,Index,"4096,6144;1;2;1",4,84,0.8,7.24,9.40,9.00
Other,Index,Index,"202752,64;1;2;24",1,76,0.8,7.54,10.09,8.72
Other,Index,Index,"24,6144;1;2;8",1,57,0.6,9.42,10.64,9.87
Other,Index,Index,340;1;1;24,1,57,0.5,6.40,9.12,7.89
Other,Index,Index,6;1;1;6,2,49,0.4,5.62,8.18,7.57
Other,Index,Index,3;1;1;3,2,47,0.4,7.84,8.77,8.77
Other,Index,Index,"9,154880;1;2;3",2,47,0.9,18.74,19.43,18.92
Other,Index,Index,"9,154880;1;2;6",2,47,1.5,30.68,31.48,30.73
Other,Index,Index,9;1;1;6,2,47,0.5,9.68,10.20,9.90
Other,Index,Index,4;1;1;4,2,47,0.4,7.02,8.14,7.71
Other,Index,Index,"6,154880;1;2;2",2,46,0.7,14.40,15.08,14.86
Other,Index,Index,"6,154880;1;2;4",2,46,1.0,22.12,22.57,22.60
Other,Index,Index,6;1;1;4,2,46,0.4,9.16,9.67,9.79
Other,Index,Index,4096;1;1;1,4,44,0.4,8.30,9.35,8.91
Other,Index,Index,"202752,64;1;2;27",1,38,0.4,8.22,11.38,9.46
Other,Index,Index,"27,6144;1;2;24",1,38,0.7,15.80,18.55,17.09
Other,Index,Index,272;1;1;8,1,38,0.4,9.34,9.87,9.62
Other,Index,Index,"4096,6144;1;2;1365",4,30,1.7,32.86,56.92,51.72
Other,Index,Index,"24,154880;1;2;16",1,19,1.3,67.80,69.07,68.38
Other,Index,Index,"24,154880;1;2;8",1,19,0.7,37.58,38.32,38.02
Other,Index,Index,24;1;1;16,1,19,0.2,9.78,10.08,9.92
Other,Index,Index,8;1;1;8,1,19,0.2,5.88,9.52,7.56
Other,Index,Index,16;1;1;16,1,18,0.2,7.60,8.58,7.88
Other,Index,Index,"202752,64;1;2;21",1,16,0.2,6.96,9.85,8.48
Other,Index,Index,"4096,6144;1;2;5",2,12,0.1,7.54,9.47,8.91
Other,Index,Index,"202752,64;1;2;15",1,12,0.1,6.82,8.42,7.43
Other,Index,Index,4096;1;1;1365,4,10,0.1,12.86,13.53,13.67
Other,Index,Index,"202752,64;1;2;18",1,8,0.1,6.48,9.28,7.56
Other,Index,Index,4096;1;1;5,2,6,0.1,8.24,10.02,9.05
Other,Index,Index,"202752,64;1;2;1824",1,6,0.2,39.46,40.94,40.29
Other,Index,Index,"15,6144;1;2;5",1,6,0.1,8.30,10.11,8.78
Other,Index,Index,"18,6144;1;2;6",1,6,0.1,8.50,9.67,8.98
Other,Index,Index,"202752,64;1;2;12",1,6,0.1,5.98,8.57,7.40
Other,Index,Index,"21,6144;1;2;7",1,6,0.1,9.72,10.17,9.85
Other,Index,Index,340;1;1;15,1,6,0.1,6.58,8.73,7.87
Other,Index,Index,340;1;1;18,1,6,0.1,7.24,8.99,8.18
Other,Index,Index,340;1;1;21,1,6,0.1,5.44,8.49,7.31
Other,Index,Index,"4096,6144;1;2;6",1,4,0.0,9.20,10.32,9.86
Other,Index,Index,"1824,6144;1;2;1",1,4,0.0,8.34,9.70,9.22
Other,Index,Index,"4096,6144;1;2;4",1,4,0.0,8.82,9.32,9.09
Other,Index,Index,"15,6144;1;2;15",1,4,0.1,13.02,16.23,13.96
Other,Index,Index,"21,6144;1;2;18",1,4,0.1,14.04,15.38,14.72
Other,Index,Index,"21,6144;1;2;21",1,4,0.1,14.80,16.85,15.79
Other,Index,Index,272;1;1;5,1,4,0.0,9.44,9.76,9.52
Other,Index,Index,272;1;1;6,1,4,0.0,9.44,9.94,9.71
Other,Index,Index,272;1;1;7,1,4,0.0,9.42,9.82,9.61
Other,Index,Index,"1824,6144;1;2;608",1,3,0.1,27.68,32.43,31.19
Other,Index,Index,"12,6144;1;2;4",1,3,0.0,7.86,8.73,8.49
Other,Index,Index,340;1;1;12,1,3,0.0,5.48,8.16,7.31
Other,Index,Index,4096;1;1;6,1,2,0.0,9.20,9.31,9.25
Other,Index,Index,4096;1;1;4,1,2,0.0,8.30,11.40,9.85
Other,Index,Index,10;1;1;10,1,2,0.0,6.14,6.73,6.44
Other,Index,Index,"12,6144;1;2;12",1,2,0.0,12.22,13.23,12.73
Other,Index,Index,12;1;1;12,1,2,0.0,5.52,7.36,6.44
Other,Index,Index,14;1;1;14,1,2,0.0,6.12,7.80,6.96
Other,Index,Index,"15,154880;1;2;10",1,2,0.1,46.02,46.16,46.09
Other,Index,Index,"15,154880;1;2;5",1,2,0.1,26.72,26.91,26.81
Other,Index,Index,15;1;1;10,1,2,0.0,9.88,10.11,10.00
Other,Index,Index,"18,154880;1;2;12",1,2,0.1,53.42,53.71,53.56
Other,Index,Index,"18,154880;1;2;6",1,2,0.1,30.80,30.84,30.82
Other,Index,Index,18;1;1;12,1,2,0.0,10.12,10.19,10.15
Other,Index,Index,"21,154880;1;2;14",1,2,0.1,59.94,60.33,60.13
Other,Index,Index,"21,154880;1;2;7",1,2,0.1,34.02,34.26,34.14
Other,Index,Index,21;1;1;14,1,2,0.0,10.28,10.28,10.28
Other,Index,Index,272;1;1;4,1,2,0.0,9.28,9.73,9.50
Other,Index,Index,5;1;1;5,1,2,0.0,8.56,8.77,8.66
Other,Index,Index,7;1;1;7,1,2,0.0,8.74,8.90,8.82
Other,Index,Index,4096;1;1;608,1,1,0.0,11.96,11.96,11.96
Other,Index,Index,"12,154880;1;2;4",1,1,0.0,23.20,23.20,23.20
Other,Index,Index,"12,154880;1;2;8",1,1,0.0,38.22,38.22,38.22
Other,Index,Index,12;1;1;8,1,1,0.0,10.38,10.38,10.38
Other,IndexFill,IndexFill,"1,3;;",3,109,2.6,21.04,23.96,22.57
Other,IndexFill,IndexFill,"3,3;;",2,47,1.2,23.32,25.34,25.02
Other,IndexFill,IndexFill,"2,3;;",2,46,1.0,20.10,22.59,23.47
Other,IndexFill,IndexFill,"8,3;;",1,19,0.5,23.02,26.89,25.30
Other,IndexFill,IndexFill,"1,1;1;",4,17,0.5,28.86,31.05,30.70
Other,IndexFill,IndexFill,"1,1;;",4,5,0.2,27.84,30.24,31.47
Other,IndexFill,IndexFill,"5,1;1;",2,3,0.1,28.38,29.88,30.15
Other,IndexFill,IndexFill,"5,3;;",1,2,0.1,24.60,25.07,24.84
Other,IndexFill,IndexFill,"6,3;;",1,2,0.1,24.72,25.57,25.14
Other,IndexFill,IndexFill,"7,3;;",1,2,0.1,25.44,26.27,25.86
Other,IndexFill,IndexFill,"6,1;1;",1,1,0.0,32.62,32.62,32.62
Other,IndexFill,IndexFill,"4,1;1;",1,1,0.0,28.08,28.08,28.08
Other,IndexFill,IndexFill,"4,3;;",1,1,0.0,28.88,28.88,28.88
Other,IndexPutV2,IndexPutV2,272;1;1;1;1,3,109,1.0,8.34,9.19,8.96
Other,IndexPutV2,IndexPutV2,272;3;1;1;3,2,47,0.4,8.88,9.14,9.30
Other,IndexPutV2,IndexPutV2,272;2;1;1;2,2,46,0.4,9.40,9.62,9.59
Other,IndexPutV2,IndexPutV2,4096;1;1;1;1,4,22,0.2,8.54,9.62,9.15
Other,IndexPutV2,IndexPutV2,272;8;1;1;8,1,19,0.2,9.36,9.63,9.48
Other,IndexPutV2,IndexPutV2,4096;5;1;1;5,2,3,0.0,9.02,9.30,9.14
Other,IndexPutV2,IndexPutV2,272;5;1;1;5,1,2,0.0,9.44,9.50,9.47
Other,IndexPutV2,IndexPutV2,272;6;1;1;6,1,2,0.0,9.40,9.50,9.45
Other,IndexPutV2,IndexPutV2,272;7;1;1;7,1,2,0.0,9.48,9.53,9.50
Other,IndexPutV2,IndexPutV2,4096;6;1;1;6,1,1,0.0,8.44,8.44,8.44
